2.38955,3.81371
3,3.35478
0.288283,3.80478
0.415963,3.65946
1.05313,3.35601
1.24804,3.63041
1.31406,3.3022
1.33594,3.59546
1.20366,3.53636
1.45449,3.59133
2.6162,3.52127
0.994942,3.4217
2.95589,3.54032
1.63271,3.72021
0.488312,3.36149
2.14919,3.76207
2.67488,3.50651
1.37075,3.39154
2.63224,3.80601
2.51482,3.60591
0.875435,3.72193
2.39715,3.48294
2.93278,3.52358
1.93841,3.40022
3,3.99559
2.14103,3.82617
0.965421,3.50665
2.62662,3.89455
2.12238,3.32265
2.16379,3.57626
0.778995,3.6684
1.52616,3.44178
0.662978,3.8
2.71246,3.89689
1.409,3.34851
1.8913,3.561
