0.947842,3.5776
1.87927,3.38798
0.707866,3.50386
1.16637,3.06195
0.493611,3.54091
2.30735,3.50115
1.37115,3.56438
1.54334,3.69966
0.219284,3.40454
3,3.63873
1.36789,3.19186
0.365822,3.43935
0.32423,3.66996
0.112709,3.91626
1.54087,3.13039
1.45355,3.44984
1.84633,3.11949
2.00468,3.87786
1.10605,3.38852
1.41786,4
2.06577,3.46652
1.65293,3.38384
1.53296,3.75461
1.98936,3.27999
1.02697,3.4813
2.28568,3.66406
1.72436,3.33471
2.44265,3.33351
1.76776,3.63992
2.18058,3.67313
2.32243,3.29085
1.27212,4
0.126855,3.46167
1.86101,3.92043
1.92329,3.77698
0.833866,3.24775
1.30788,3.47872
0.511071,3.58066
1.19621,3.48454
2.14497,3.77921
1.02,3.31841
0.0500555,3.56857
0,3.8
2.25436,3.45495
