1.57554,1.3513
2.03148,0.554385
1.66173,1.03366
2.11202,0.992926
0.244146,1.00756
1.143,1.14986
1.24194,1.24759
0.214827,1.16409
0.888391,1.17651
2.40168,1.03329
1.90013,0.977573
2.02482,1.05366
1.21268,1.25704
0.617008,0.686951
2.09935,1.05713
1.9653,1.04201
1.36378,1.22168
0.554761,1.09344
0.630374,1.17994
0.422047,0.981693
0.742387,0.940891
0.597895,1.11213
0.814044,1.04384
1.25961,1.23107
2.21857,1.31218
0.607437,0.985295
1.74963,1.25686
2.68974,1.2103
1.31868,0.935228
2.62868,0.824389
1.6837,1.11189
1.01378,1.28297
2.96257,0.81405
2.24555,1.26045
2.22365,1.25109
2.74843,1.21642
1.94364,1.03305
0.767099,0.683072
1.24978,0.882445
2.37098,1.01549
2.02936,0.907227
1.50741,1.23031
1.00257,0.933739
1.52603,1.11141
2.22611,1.05735
2.56912,1.24049
2.38934,1.09727
1.40293,1.11245
1.15515,1.06266
2.24439,1.14028
2.52161,1.16107
0.668847,1.29328
2.67515,1.0597
1.75405,0.675834
0.918806,1.02545
1.37702,1.24273
1.14318,1.17168
1.5225,1.02518
2.54084,1.35335
1.52162,1.11328
1.61987,1.22677
1.38644,0.976091
1.07113,1.20281
1.70387,1.0186
0.956698,1.02101
2.33072,1.0878
1.60628,1.1529
1.87908,0.995085
1.15642,0.871901
0.39658,1.05496
2.07592,1.27558
1.96306,1.23092
2.67587,0.978427
2.81559,1.02149
1.16679,1.22783
2.74357,0.799321
1.43839,1.19691
1.91847,0.936332
0.658238,1.27614
0.929224,0.644932
2.26906,0.820304
2.10535,1.24735
