1.8249,3.95021
2.9938,3.61964
0.683671,3.58752
1.34032,3.73892
2.24987,3.84267
0.955977,3.75917
0.311976,3.74932
2.5875,3.63297
1.83287,3.57111
2.15942,3.64643
1.57753,3.85442
1.35455,3.19123
0.631386,3.6508
1.70681,3.64015
0.539945,3.81259
2.03204,3.69158
1.86307,3.54662
2.1259,3.53334
0.158677,3.64384
1.72885,3.90143
2.59847,3.85686
0,3.5303
1.24651,3.41837
0.578922,3.69078
0.610957,3.88111
2.4513,3.84509
0.829706,3.62704
0.491889,3.23972
1.11692,3.47752
1.03652,3.50614
0.704627,3.80938
1.36207,3.52049
1.0888,3.70955
1.80973,3.65735
1.14565,3.69478
2.28949,3.70336
2.41587,3.66266
2.33393,3.27398
1.34349,3.61975
0,3.84067
2.16939,3.76598
2.36923,3.61751
1.6994,3.93796
1.46904,3.70791
2.09702,3.81966
1.63284,3.56284
1.96181,3.77973
0.539517,3.61336
2.3364,3.60578
1.4009,3.67487
1.28536,3.75027
2.5187,3.5883
0.912998,3.87219
2.7217,3.82753
1.70719,3.53206
1.13914,3.82783
0.369327,3.79691
1.91338,3.52648
1.65014,3.23693
1.10119,3.40052
