2.13033,0.351297
1.35486,0.020736
0.9652,0.132747
2.5828,0.128319
0.504345,0.132997
0.647031,0.190636
0.762072,0.254058
0.410547,0.212065
0.813875,0.260958
2.54708,0.21142
2.2772,0.179743
1.78677,0.158985
0.491724,0.307284
0.50342,0.132411
2.67071,0.223257
1.63037,0.193041
1.5256,0.258062
0.757912,0.243875
0.54143,0.206975
2.82621,0.263354
3,0.334793
0.479231,0.160392
0.879037,0.137822
2.87794,0.234186
1.30979,0.227006
1.10071,0.13877
2.00818,0.273366
1.69109,0.338318
0.750592,0.14844
1.72541,0.266716
1.96725,0.288549
3,0.203028
0.650794,0.0853991
2.4287,0.093191
1.46538,0.212722
1.71016,0.299033
2.25839,0.121299
2.59447,0.263634
1.4884,0.271485
2.55736,0.39594
2.82683,0.26843
2.33123,0.147827
1.32933,0.148831
3,0.174032
1.6879,0.128646
2.19898,0.171407
1.9348,0.175226
1.27706,0.234641
0,0.268086
0.983064,0.102859
1.0744,0.170041
1.654,0.121586
2.0308,0.251641
0,0.199117
2.67016,0.205576
1.30349,0.259019
1.37947,0.160727
1.76907,0.184947
2.26922,0.210964
0.840444,0.311437
2.21172,0.126838
1.16735,0.0899973
0.73744,0.189864
2.00301,0.268676
0.457553,0.305074
1.01994,0.114851
2.3116,0.353348
1.18814,0.205615
1.55946,0.245347
1.93125,0.185328
0.611087,0.260119
2.11798,0.171714
2.78123,0.375226
1.14611,0.124228
2.7424,0.194563
1.12084,0.237431
1.24846,0.196893
1.22621,0.118403
0.433613,0.181679
1.75432,0.280195
2.654,0.193833
1.51154,0.319101
2.04554,0.195427
0.259976,0.108134
3,0.333053
2.95938,0.247414
0.990517,0.244061
2.40471,0.115752
0.997586,0.20865
2.16467,0.192727
0.600855,0.283376
0.394738,0.0579097
2.31377,0.114894
1.87047,0.281191
