2.12166,3.59038
2.81096,3.47974
0.409396,3.62305
0.269997,4
0.753129,3.48921
1.50057,3.67328
1.3495,3.34325
1.25962,3.4258
0.939381,3.8
1.15449,3.65559
2.35753,3.6633
1.0846,3.65869
2.95408,3.8
1.89292,3.53966
0.385446,3.44642
1.88591,3.41078
2.85981,3.30458
1.63064,3.62336
2.50367,3.59966
2.81482,3.8
0.748144,3.50185
2.45956,3.6441
2.65314,3.5673
2.23841,3.50242
2.97548,3.75626
2.33365,3.55617
1.0422,3.29106
2.87393,3.60693
2.41484,3.2982
1.91434,3.68096
0.888527,3.6535
1.50131,3.43248
0.705906,3.87819
2.50909,3.64834
1.64781,3.5104
1.9709,3.5307
