3,4
0.314387,3.66038
1.83791,3.75597
1.55681,3.86155
1.468,3.7145
0.954563,3.77771
2.50314,3.38866
2.47215,3.57802
2.9431,3.42092
0.424187,3.6487
0.934511,3.88607
0.330827,3.44171
2.06285,3.65933
1.21878,3.76404
1.02635,3.37354
0.527474,3.76416
1.02679,3.86363
0.676152,3.63759
1.19316,3.75328
0.86762,3.71946
1.06583,3.7881
1.12595,3.95067
1.24305,3.85681
2.10313,3.84145
1.24704,3.42839
1.38127,3.79245
0.86649,3.48351
1.69444,3.36348
2.00898,3.65252
1.48167,3.22847
2.91313,3.8
1.61668,3.68218
1.86733,3.60461
0.823797,3.72386
2.62521,3.97155
2.01811,3.75043
2.48027,3.75885
0.747672,3.21532
1.21771,4
1.36974,3.80632
0.907121,3.84471
2.20856,3.46346
0.365505,3.66624
2.25706,3.83275
1.77096,3.01848
0.0998849,3.66256
0.854123,3.52983
1.15049,3.28524
1.37025,3.55057
