2.89845,3.81537
0.244053,3.5063
1.89916,3.52664
1.85681,3.51578
1.26242,3.4459
1.15333,3.58195
2.30374,3.30029
2.26263,3.42591
2.6431,3.4599
0.309092,3.41343
0.96563,3.72986
0.478048,3.29026
2.10969,3.46323
1.46977,3.59161
1.20303,3.22973
0.456936,3.53738
1.09839,3.65593
0.411694,3.43246
1.34278,3.52191
1.03896,3.48826
0.77183,3.62863
1.23643,3.66925
1.02658,3.55874
1.89515,3.48065
1.09589,3.26834
1.5237,3.54518
0.957745,3.37478
1.69112,3.25315
2.22157,3.46604
1.65977,3.22232
2.69003,3.84909
1.4415,3.47081
1.64199,3.37289
0.665326,3.50588
2.43719,3.67595
1.71811,3.56251
2.55015,3.51039
0.542504,3.15536
1.32048,3.79121
1.20323,3.49626
1.05981,3.65978
2.31779,3.39757
0.438215,3.47423
2.52034,3.88692
1.77675,3.0928
0.0950543,3.53144
0.852816,3.48041
1.34357,3.36178
1.08853,3.38608
