0.813054,3.58822
1.75591,3.42403
0.74834,3.39326
1.2786,3.1619
0.281137,3.50256
2.36384,3.54383
1.16313,3.43127
1.24334,3.58916
0.507223,3.63588
2.76686,3.60661
1.63819,3.27733
0.291279,3.6272
0.62423,3.49577
0.412709,3.72237
1.60649,3.3283
1.4426,3.48375
1.66725,3.24409
1.70468,3.62441
1.14783,3.32757
1.36865,3.78925
2.22768,3.31368
1.45151,3.50798
1.45811,3.58609
0,3.59719
2.05693,3.48294
1.12151,3.40994
2.31994,4
1.57265,3.29256
2.30071,3.47226
1.58282,3.56193
2.48058,3.56741
2.14327,3.34977
1.51907,3.77449
0.105427,3.65638
1.56101,3.69883
1.71628,3.60012
0.725522,3.24264
1.56655,3.52979
0.211071,3.53084
1.49621,3.8
2.35257,3.44401
0.735079,3.41232
0.32355,3.59964
0.120314,3.99143
2.11878,3.47753
